bldg_id,in.building_america_climate_zone,in.state,in.heating_fuel,in.interior_lighting_generation,in.service_water_heating_fuel,in.comstock_building_type_group,in.vintage,in.sqft
145321,Mixed-Humid,MD,Electricity,gen4_led,Electricity,Warehouse and Storage,3,3000.0
145371,Mixed-Humid,MD,NaturalGas,gen2_t8_halogen,Electricity,Mercantile,0,37500.0
145379,Mixed-Humid,MD,NaturalGas,gen4_led,NaturalGas,Warehouse and Storage,4,37500.0
145401,Mixed-Humid,MD,NaturalGas,gen4_led,Electricity,Office,0,3000.0
145405,Mixed-Humid,MD,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,0,17500.0
145410,Mixed-Humid,MD,Electricity,gen1_t12_incandescent,Electricity,Mercantile,3,37500.0
145436,Mixed-Humid,MD,Electricity,gen2_t8_halogen,Electricity,Office,3,3000.0
145451,Mixed-Humid,MD,NaturalGas,gen2_t8_halogen,Electricity,Mercantile,3,37500.0
145461,Mixed-Humid,MD,NaturalGas,gen2_t8_halogen,NaturalGas,Lodging,2,7500.0
145604,Mixed-Humid,MD,Electricity,gen2_t8_halogen,Electricity,Office,6,17500.0
145605,Mixed-Humid,MD,Electricity,gen4_led,Electricity,Mercantile,4,37500.0
145639,Mixed-Humid,MD,Electricity,gen4_led,Electricity,Mercantile,0,7500.0
145687,Mixed-Humid,MD,NaturalGas,gen2_t8_halogen,NaturalGas,Office,5,37500.0
145711,Mixed-Humid,MD,Electricity,gen1_t12_incandescent,NaturalGas,Warehouse and Storage,2,37500.0
145714,Mixed-Humid,MD,NaturalGas,gen4_led,Electricity,Mercantile,1,75000.0
145737,Mixed-Humid,MD,NaturalGas,gen4_led,Electricity,Office,2,17500.0
145751,Mixed-Humid,MD,NaturalGas,gen2_t8_halogen,NaturalGas,Warehouse and Storage,1,37500.0
145769,Mixed-Humid,MD,Electricity,gen2_t8_halogen,Electricity,Food Service,3,3000.0
145965,Mixed-Humid,MD,NaturalGas,gen4_led,Electricity,Office,0,17500.0
145971,Mixed-Humid,MD,Electricity,gen3_t5_cfl,Electricity,Office,1,3000.0
145992,Mixed-Humid,MD,Electricity,gen2_t8_halogen,NaturalGas,Education,2,37500.0
146022,Mixed-Humid,MD,NaturalGas,gen1_t12_incandescent,Electricity,Office,1,7500.0
146152,Mixed-Humid,MD,Electricity,gen2_t8_halogen,Electricity,Mercantile,0,150000.0
146200,Mixed-Humid,MD,Electricity,gen4_led,Electricity,Office,0,3000.0
146220,Mixed-Humid,MD,NaturalGas,gen2_t8_halogen,NaturalGas,Education,4,150000.0
146223,Mixed-Humid,MD,Electricity,gen4_led,NaturalGas,Warehouse and Storage,6,75000.0
146225,Mixed-Humid,MD,Electricity,gen2_t8_halogen,Electricity,Office,2,75000.0
146249,Mixed-Humid,MD,NaturalGas,gen2_t8_halogen,NaturalGas,Education,4,75000.0
146332,Mixed-Humid,MD,NaturalGas,gen2_t8_halogen,NaturalGas,Warehouse and Storage,2,150000.0
146336,Mixed-Humid,MD,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,0,37500.0
146369,Mixed-Humid,MD,Electricity,gen1_t12_incandescent,Electricity,Warehouse and Storage,1,17500.0
146406,Mixed-Humid,MD,NaturalGas,gen1_t12_incandescent,NaturalGas,Warehouse and Storage,5,75000.0
146408,Mixed-Humid,MD,NaturalGas,gen1_t12_incandescent,Electricity,Warehouse and Storage,1,17500.0
146418,Mixed-Humid,MD,Electricity,gen2_t8_halogen,Electricity,Mercantile,0,17500.0
146443,Mixed-Humid,MD,Electricity,gen2_t8_halogen,Electricity,Mercantile,3,7500.0
146509,Mixed-Humid,MD,Electricity,gen2_t8_halogen,NaturalGas,Mercantile,5,17500.0
146512,Mixed-Humid,MD,NaturalGas,gen4_led,NaturalGas,Mercantile,0,37500.0
146538,Mixed-Humid,MD,NaturalGas,gen1_t12_incandescent,Electricity,Mercantile,0,37500.0
146607,Mixed-Humid,MD,NaturalGas,gen2_t8_halogen,Electricity,Office,6,1000.0
146622,Mixed-Humid,MD,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,0,75000.0
146710,Mixed-Humid,MD,Electricity,gen4_led,NaturalGas,Lodging,5,37500.0
146761,Mixed-Humid,MD,Electricity,gen2_t8_halogen,Electricity,Office,3,3000.0
146883,Mixed-Humid,MD,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,2,37500.0
146897,Mixed-Humid,MD,NaturalGas,gen1_t12_incandescent,NaturalGas,Food Service,3,1000.0
146993,Mixed-Humid,MD,NaturalGas,gen4_led,NaturalGas,Mercantile,0,7500.0
147033,Mixed-Humid,MD,Electricity,gen4_led,Electricity,Mercantile,1,17500.0
147121,Mixed-Humid,MD,Electricity,gen4_led,Electricity,Office,4,7500.0
147190,Mixed-Humid,MD,Electricity,gen2_t8_halogen,Electricity,Food Service,3,3000.0
147198,Mixed-Humid,MD,NaturalGas,gen3_t5_cfl,Electricity,Office,5,75000.0
147206,Mixed-Humid,MD,Electricity,gen4_led,Electricity,Mercantile,0,75000.0
147211,Mixed-Humid,MD,FuelOil,gen2_t8_halogen,Electricity,Education,2,350000.0
147292,Mixed-Humid,MD,NaturalGas,gen2_t8_halogen,NaturalGas,Warehouse and Storage,1,150000.0
147396,Mixed-Humid,MD,NaturalGas,gen2_t8_halogen,NaturalGas,Office,0,7500.0
147538,Mixed-Humid,MD,NaturalGas,gen3_t5_cfl,Electricity,Mercantile,6,17500.0
147547,Mixed-Humid,MD,NaturalGas,gen4_led,NaturalGas,Mercantile,2,37500.0
147662,Mixed-Humid,MD,NaturalGas,gen4_led,Electricity,Warehouse and Storage,1,3000.0
147705,Mixed-Humid,MD,NaturalGas,gen4_led,NaturalGas,Office,4,75000.0
147722,Mixed-Humid,MD,NaturalGas,gen2_t8_halogen,Electricity,Food Service,0,3000.0
147870,Mixed-Humid,MD,Electricity,gen2_t8_halogen,Electricity,Mercantile,2,37500.0
147900,Mixed-Humid,MD,Electricity,gen3_t5_cfl,Electricity,Office,0,7500.0
147958,Mixed-Humid,MD,Electricity,gen4_led,Electricity,Office,6,1000.0
147985,Mixed-Humid,MD,NaturalGas,gen4_led,NaturalGas,Warehouse and Storage,7,150000.0
148001,Mixed-Humid,MD,Electricity,gen2_t8_halogen,NaturalGas,Mercantile,0,17500.0
148013,Mixed-Humid,MD,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,2,17500.0
148021,Mixed-Humid,MD,Electricity,gen4_led,NaturalGas,Mercantile,0,37500.0
148027,Mixed-Humid,MD,NaturalGas,gen2_t8_halogen,Electricity,Mercantile,0,17500.0
148122,Mixed-Humid,MD,NaturalGas,gen4_led,NaturalGas,Mercantile,1,150000.0
148175,Mixed-Humid,MD,DistrictHeating,gen4_led,Electricity,Office,3,350000.0
148388,Mixed-Humid,MD,Electricity,gen2_t8_halogen,NaturalGas,Mercantile,1,7500.0
148405,Mixed-Humid,MD,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,0,37500.0
148418,Mixed-Humid,MD,NaturalGas,gen2_t8_halogen,NaturalGas,Warehouse and Storage,1,75000.0
148476,Mixed-Humid,MD,Electricity,gen2_t8_halogen,Electricity,Mercantile,6,37500.0
148501,Mixed-Humid,MD,NaturalGas,gen2_t8_halogen,Electricity,Office,1,37500.0
148523,Mixed-Humid,MD,Electricity,gen1_t12_incandescent,NaturalGas,Mercantile,0,3000.0
148584,Mixed-Humid,MD,NaturalGas,gen4_led,Electricity,Warehouse and Storage,1,37500.0
148593,Mixed-Humid,MD,NaturalGas,gen2_t8_halogen,NaturalGas,Education,4,37500.0
148602,Mixed-Humid,MD,NaturalGas,gen2_t8_halogen,Electricity,Mercantile,1,75000.0
148691,Mixed-Humid,MD,NaturalGas,gen4_led,NaturalGas,Mercantile,0,17500.0
148758,Mixed-Humid,MD,Propane,gen1_t12_incandescent,Electricity,Mercantile,0,37500.0
148830,Mixed-Humid,MD,Electricity,gen2_t8_halogen,Electricity,Mercantile,4,37500.0
148839,Mixed-Humid,MD,DistrictHeating,gen2_t8_halogen,NaturalGas,Office,3,37500.0
148860,Mixed-Humid,MD,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,3,75000.0
148871,Mixed-Humid,MD,NaturalGas,gen2_t8_halogen,Electricity,Office,0,7500.0
148880,Mixed-Humid,MD,Electricity,gen4_led,Propane,Food Service,5,3000.0
148889,Mixed-Humid,MD,NaturalGas,gen4_led,Electricity,Office,0,17500.0
149008,Mixed-Humid,MD,NaturalGas,gen4_led,Electricity,Mercantile,1,3000.0
149010,Mixed-Humid,MD,Electricity,gen4_led,Electricity,Mercantile,0,7500.0
149026,Mixed-Humid,MD,NaturalGas,gen4_led,NaturalGas,Mercantile,1,37500.0
149046,Mixed-Humid,MD,NaturalGas,gen2_t8_halogen,NaturalGas,Warehouse and Storage,3,37500.0
149157,Mixed-Humid,MD,Electricity,gen2_t8_halogen,Electricity,Office,0,7500.0
149196,Mixed-Humid,MD,NaturalGas,gen1_t12_incandescent,Electricity,Warehouse and Storage,4,350000.0
149313,Mixed-Humid,MD,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,3,37500.0
149355,Mixed-Humid,MD,NaturalGas,gen2_t8_halogen,Electricity,Warehouse and Storage,4,37500.0
149366,Mixed-Humid,MD,NaturalGas,gen4_led,NaturalGas,Warehouse and Storage,4,17500.0
149368,Mixed-Humid,MD,NaturalGas,gen2_t8_halogen,NaturalGas,Food Service,0,1000.0
149447,Mixed-Humid,MD,NaturalGas,gen2_t8_halogen,NaturalGas,Food Service,0,1000.0
149736,Mixed-Humid,MD,NaturalGas,gen4_led,NaturalGas,Warehouse and Storage,2,75000.0
149763,Mixed-Humid,MD,Electricity,gen2_t8_halogen,NaturalGas,Mercantile,0,17500.0
149864,Mixed-Humid,MD,NaturalGas,gen4_led,NaturalGas,Mercantile,0,37500.0
149968,Mixed-Humid,MD,Electricity,gen4_led,Electricity,Office,0,1000.0
150029,Mixed-Humid,MD,NaturalGas,gen4_led,NaturalGas,Mercantile,2,37500.0
150155,Mixed-Humid,MD,NaturalGas,gen4_led,NaturalGas,Mercantile,0,37500.0
150192,Mixed-Humid,MD,Electricity,gen4_led,Electricity,Office,5,17500.0
150274,Mixed-Humid,MD,Electricity,gen4_led,NaturalGas,Office,3,7500.0
150303,Mixed-Humid,MD,NaturalGas,gen2_t8_halogen,NaturalGas,Warehouse and Storage,0,17500.0
150377,Mixed-Humid,MD,NaturalGas,gen4_led,Electricity,Mercantile,6,7500.0
150378,Mixed-Humid,MD,NaturalGas,gen4_led,NaturalGas,Office,0,17500.0
150385,Mixed-Humid,MD,NaturalGas,gen4_led,NaturalGas,Mercantile,0,17500.0
150474,Mixed-Humid,MD,Electricity,gen4_led,NaturalGas,Food Service,0,1000.0
150538,Mixed-Humid,MD,NaturalGas,gen4_led,Electricity,Mercantile,0,17500.0
150573,Mixed-Humid,MD,Propane,gen2_t8_halogen,Electricity,Mercantile,0,7500.0
150612,Mixed-Humid,MD,NaturalGas,gen3_t5_cfl,Electricity,Mercantile,0,75000.0
150644,Mixed-Humid,MD,Electricity,gen2_t8_halogen,Electricity,Office,0,7500.0
157631,Cold,MI,NaturalGas,gen3_t5_cfl,NaturalGas,Mercantile,7,75000.0
157651,Cold,MI,Electricity,gen2_t8_halogen,Electricity,Mercantile,0,75000.0
157689,Cold,MI,NaturalGas,gen2_t8_halogen,NaturalGas,Education,1,37500.0
157738,Cold,MI,NaturalGas,gen2_t8_halogen,Electricity,Warehouse and Storage,3,150000.0
157844,Cold,MI,NaturalGas,gen2_t8_halogen,NaturalGas,Warehouse and Storage,3,37500.0
157877,Cold,MI,NaturalGas,gen1_t12_incandescent,NaturalGas,Mercantile,0,37500.0
157896,Cold,MI,NaturalGas,gen4_led,NaturalGas,Warehouse and Storage,1,350000.0
157920,Cold,MI,NaturalGas,gen2_t8_halogen,NaturalGas,Education,5,75000.0
157959,Cold,MI,NaturalGas,gen4_led,NaturalGas,Education,4,150000.0
157995,Cold,MI,NaturalGas,gen4_led,Electricity,Mercantile,3,17500.0
157996,Cold,MI,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,3,17500.0
157999,Cold,MI,NaturalGas,gen2_t8_halogen,Electricity,Mercantile,5,17500.0
158027,Cold,MI,NaturalGas,gen2_t8_halogen,NaturalGas,Office,3,3000.0
158064,Cold,MI,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,2,37500.0
158091,Cold,MI,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,0,37500.0
158105,Cold,MI,NaturalGas,gen4_led,Electricity,Office,4,17500.0
158150,Cold,MI,NaturalGas,gen1_t12_incandescent,NaturalGas,Office,1,17500.0
158197,Cold,MI,NaturalGas,gen4_led,NaturalGas,Mercantile,0,37500.0
158307,Cold,MI,NaturalGas,gen4_led,Electricity,Warehouse and Storage,2,37500.0
158322,Cold,MI,NaturalGas,gen2_t8_halogen,NaturalGas,Office,0,17500.0
158347,Cold,MI,NaturalGas,gen4_led,Electricity,Office,4,17500.0
158438,Cold,MI,NaturalGas,gen1_t12_incandescent,NaturalGas,Office,0,3000.0
158472,Cold,MI,NaturalGas,gen2_t8_halogen,Electricity,Mercantile,0,17500.0
158481,Cold,MI,Electricity,gen2_t8_halogen,Electricity,Office,0,37500.0
158537,Cold,MI,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,4,75000.0
158540,Cold,MI,Electricity,gen2_t8_halogen,Electricity,Lodging,2,3000.0
158569,Cold,MI,NaturalGas,gen4_led,NaturalGas,Warehouse and Storage,6,75000.0
158601,Cold,MI,NaturalGas,gen2_t8_halogen,NaturalGas,Warehouse and Storage,3,37500.0
158621,Cold,MI,NaturalGas,gen2_t8_halogen,Electricity,Warehouse and Storage,4,75000.0
158622,Cold,MI,NaturalGas,gen2_t8_halogen,NaturalGas,Warehouse and Storage,5,75000.0
158625,Cold,MI,NaturalGas,gen4_led,Electricity,Mercantile,3,75000.0
158652,Cold,MI,NaturalGas,gen2_t8_halogen,NaturalGas,Office,0,7500.0
158705,Cold,MI,NaturalGas,gen2_t8_halogen,Electricity,Mercantile,2,3000.0
158755,Cold,MI,NaturalGas,gen2_t8_halogen,NaturalGas,Office,1,1000.0
158836,Cold,MI,NaturalGas,gen1_t12_incandescent,NaturalGas,Food Service,4,17500.0
158866,Cold,MI,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,3,17500.0
158889,Cold,MI,NaturalGas,gen2_t8_halogen,NaturalGas,Office,6,17500.0
158958,Cold,MI,NaturalGas,gen1_t12_incandescent,NaturalGas,Warehouse and Storage,3,75000.0
158971,Cold,MI,NaturalGas,gen1_t12_incandescent,NaturalGas,Warehouse and Storage,4,17500.0
158997,Cold,MI,NaturalGas,gen2_t8_halogen,Electricity,Office,2,7500.0
159086,Cold,MI,NaturalGas,gen1_t12_incandescent,Electricity,Warehouse and Storage,5,37500.0
159094,Cold,MI,NaturalGas,gen4_led,NaturalGas,Mercantile,0,37500.0
159095,Cold,MI,NaturalGas,gen4_led,Electricity,Warehouse and Storage,4,37500.0
159120,Cold,MI,NaturalGas,gen2_t8_halogen,Electricity,Warehouse and Storage,2,17500.0
159202,Cold,MI,NaturalGas,gen1_t12_incandescent,Electricity,Mercantile,3,17500.0
159239,Cold,MI,NaturalGas,gen2_t8_halogen,Electricity,Mercantile,6,37500.0
159253,Cold,MI,NaturalGas,gen2_t8_halogen,NaturalGas,Warehouse and Storage,1,75000.0
159265,Cold,MI,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,0,1000.0
159337,Cold,MI,NaturalGas,gen4_led,Electricity,Warehouse and Storage,3,37500.0
159339,Cold,MI,NaturalGas,gen2_t8_halogen,NaturalGas,Food Service,1,3000.0
159387,Cold,MI,NaturalGas,gen1_t12_incandescent,NaturalGas,Mercantile,2,1000.0
159408,Cold,MI,Electricity,gen1_t12_incandescent,Electricity,Food Service,6,3000.0
159435,Cold,MI,NaturalGas,gen4_led,Electricity,Mercantile,0,17500.0
159630,Cold,MI,NaturalGas,gen4_led,NaturalGas,Mercantile,0,37500.0
159653,Cold,MI,NaturalGas,gen4_led,Electricity,Food Service,3,7500.0
159692,Cold,MI,NaturalGas,gen4_led,Electricity,Warehouse and Storage,5,37500.0
159702,Cold,MI,NaturalGas,gen4_led,NaturalGas,Mercantile,0,75000.0
159720,Cold,MI,NaturalGas,gen4_led,NaturalGas,Office,6,1000.0
159768,Cold,MI,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,0,17500.0
159795,Cold,MI,NaturalGas,gen3_t5_cfl,NaturalGas,Mercantile,4,75000.0
159906,Cold,MI,NaturalGas,gen2_t8_halogen,Electricity,Warehouse and Storage,4,3000.0
159934,Cold,MI,NaturalGas,gen2_t8_halogen,NaturalGas,Food Service,1,1000.0
159956,Cold,MI,NaturalGas,gen2_t8_halogen,NaturalGas,Warehouse and Storage,2,17500.0
160008,Cold,MI,NaturalGas,gen2_t8_halogen,Electricity,Food Service,2,3000.0
160030,Cold,MI,NaturalGas,gen2_t8_halogen,NaturalGas,Office,0,1000.0
160175,Cold,MI,NaturalGas,gen2_t8_halogen,Electricity,Office,0,7500.0
160195,Cold,MI,DistrictHeating,gen1_t12_incandescent,NaturalGas,Warehouse and Storage,3,75000.0
160258,Cold,MI,NaturalGas,gen4_led,Electricity,Warehouse and Storage,3,17500.0
160262,Cold,MI,NaturalGas,gen2_t8_halogen,NaturalGas,Office,2,1000.0
160280,Cold,MI,NaturalGas,gen1_t12_incandescent,NaturalGas,Mercantile,1,3000.0
160356,Cold,MI,NaturalGas,gen1_t12_incandescent,NaturalGas,Mercantile,0,37500.0
160357,Cold,MI,NaturalGas,gen4_led,NaturalGas,Warehouse and Storage,5,150000.0
160405,Cold,MI,NaturalGas,gen2_t8_halogen,Electricity,Food Service,7,3000.0
160500,Cold,MI,NaturalGas,gen1_t12_incandescent,NaturalGas,Education,4,75000.0
160503,Cold,MI,NaturalGas,gen2_t8_halogen,Electricity,Mercantile,3,17500.0
160504,Cold,MI,NaturalGas,gen2_t8_halogen,Electricity,Warehouse and Storage,3,7500.0
160655,Cold,MI,NaturalGas,gen4_led,NaturalGas,Warehouse and Storage,0,150000.0
160690,Cold,MI,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,4,75000.0
160766,Cold,MI,NaturalGas,gen1_t12_incandescent,NaturalGas,Mercantile,0,3000.0
160864,Cold,MI,NaturalGas,gen4_led,NaturalGas,Mercantile,0,7500.0
161062,Cold,MI,NaturalGas,gen1_t12_incandescent,Electricity,Office,5,3000.0
161159,Cold,MI,NaturalGas,gen2_t8_halogen,NaturalGas,Food Service,4,3000.0
161162,Cold,MI,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,2,3000.0
161196,Cold,MI,NaturalGas,gen2_t8_halogen,NaturalGas,Office,0,1000.0
161217,Cold,MI,NaturalGas,gen2_t8_halogen,Electricity,Office,7,1000.0
161234,Cold,MI,Electricity,gen2_t8_halogen,Electricity,Mercantile,1,7500.0
161306,Cold,MI,NaturalGas,gen2_t8_halogen,Electricity,Mercantile,2,17500.0
161312,Cold,MI,NaturalGas,gen2_t8_halogen,Electricity,Food Service,0,3000.0
161386,Cold,MI,NaturalGas,gen3_t5_cfl,Electricity,Warehouse and Storage,4,150000.0
161526,Cold,MI,NaturalGas,gen1_t12_incandescent,NaturalGas,Mercantile,0,17500.0
161675,Cold,MI,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,0,37500.0
161701,Cold,MI,NaturalGas,gen1_t12_incandescent,NaturalGas,Mercantile,2,37500.0
161749,Cold,MI,NaturalGas,gen1_t12_incandescent,Electricity,Office,0,7500.0
161779,Cold,MI,NaturalGas,gen2_t8_halogen,Electricity,Mercantile,0,37500.0
161881,Cold,MI,NaturalGas,gen2_t8_halogen,NaturalGas,Office,2,17500.0
161903,Cold,MI,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,6,37500.0
161926,Cold,MI,NaturalGas,gen4_led,NaturalGas,Mercantile,3,3000.0
161953,Cold,MI,NaturalGas,gen1_t12_incandescent,Electricity,Warehouse and Storage,5,7500.0
161970,Cold,MI,NaturalGas,gen2_t8_halogen,Electricity,Mercantile,1,17500.0
162005,Cold,MI,NaturalGas,gen1_t12_incandescent,Electricity,Mercantile,5,17500.0
162063,Cold,MI,DistrictHeating,gen2_t8_halogen,Electricity,Office,0,75000.0
162103,Cold,MI,NaturalGas,gen2_t8_halogen,Electricity,Mercantile,4,3000.0
162165,Cold,MI,NaturalGas,gen3_t5_cfl,NaturalGas,Office,4,3000.0
162176,Cold,MI,NaturalGas,gen1_t12_incandescent,NaturalGas,Warehouse and Storage,1,17500.0
162215,Cold,MI,NaturalGas,gen2_t8_halogen,NaturalGas,Office,0,7500.0
162235,Cold,MI,NaturalGas,gen2_t8_halogen,NaturalGas,Office,6,150000.0
162251,Cold,MI,NaturalGas,gen2_t8_halogen,NaturalGas,Warehouse and Storage,1,150000.0
162269,Cold,MI,NaturalGas,gen1_t12_incandescent,Electricity,Mercantile,4,7500.0
162376,Cold,MI,NaturalGas,gen4_led,NaturalGas,Mercantile,0,37500.0
162380,Cold,MI,NaturalGas,gen2_t8_halogen,Electricity,Office,0,7500.0
162438,Cold,MI,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,6,37500.0
162454,Cold,MI,NaturalGas,gen1_t12_incandescent,NaturalGas,Mercantile,6,3000.0
162561,Cold,MI,NaturalGas,gen2_t8_halogen,Electricity,Mercantile,3,3000.0
162572,Cold,MI,NaturalGas,gen2_t8_halogen,NaturalGas,Office,3,17500.0
162588,Cold,MI,NaturalGas,gen2_t8_halogen,NaturalGas,Office,0,7500.0
162591,Cold,MI,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,0,17500.0
162616,Cold,MI,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,0,37500.0
162684,Cold,MI,NaturalGas,gen2_t8_halogen,Electricity,Office,3,7500.0
162718,Cold,MI,NaturalGas,gen2_t8_halogen,Electricity,Office,0,7500.0
162750,Cold,MI,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,0,17500.0
162797,Cold,MI,NaturalGas,gen2_t8_halogen,NaturalGas,Warehouse and Storage,4,3000.0
162931,Cold,MI,NaturalGas,gen1_t12_incandescent,NaturalGas,Warehouse and Storage,1,17500.0
163043,Cold,MI,NaturalGas,gen2_t8_halogen,NaturalGas,Lodging,2,37500.0
163102,Cold,MI,Electricity,gen2_t8_halogen,Electricity,Office,5,17500.0
163107,Cold,MI,NaturalGas,gen3_t5_cfl,NaturalGas,Food Service,1,1000.0
163119,Cold,MI,NaturalGas,gen4_led,NaturalGas,Warehouse and Storage,4,150000.0
163310,Cold,MI,NaturalGas,gen4_led,Electricity,Mercantile,0,37500.0
163315,Cold,MI,NaturalGas,gen2_t8_halogen,Electricity,Mercantile,2,3000.0
163377,Cold,MI,NaturalGas,gen3_t5_cfl,NaturalGas,Mercantile,0,37500.0
163404,Cold,MI,NaturalGas,gen2_t8_halogen,NaturalGas,Office,0,7500.0
163451,Cold,MI,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,5,75000.0
163484,Cold,MI,NaturalGas,gen2_t8_halogen,NaturalGas,Office,6,17500.0
163556,Cold,MI,NaturalGas,gen4_led,NaturalGas,Office,0,7500.0
163558,Cold,MI,Electricity,gen2_t8_halogen,NaturalGas,Mercantile,0,37500.0
163582,Cold,MI,NaturalGas,gen4_led,NaturalGas,Mercantile,6,17500.0
163714,Cold,MI,NaturalGas,gen4_led,Electricity,Warehouse and Storage,5,37500.0
163785,Cold,MI,NaturalGas,gen3_t5_cfl,NaturalGas,Food Service,4,7500.0
163819,Cold,MI,NaturalGas,gen2_t8_halogen,Electricity,Mercantile,0,75000.0
163953,Cold,MI,NaturalGas,gen1_t12_incandescent,NaturalGas,Mercantile,1,150000.0
163965,Cold,MI,NaturalGas,gen1_t12_incandescent,Electricity,Warehouse and Storage,2,3000.0
164044,Cold,MI,NaturalGas,gen2_t8_halogen,Electricity,Mercantile,1,37500.0
164070,Cold,MI,NaturalGas,gen4_led,Electricity,Warehouse and Storage,5,37500.0
164108,Cold,MI,NaturalGas,gen4_led,NaturalGas,Warehouse and Storage,4,75000.0
164130,Cold,MI,NaturalGas,gen2_t8_halogen,NaturalGas,Office,0,3000.0
164145,Cold,MI,NaturalGas,gen2_t8_halogen,NaturalGas,Office,6,17500.0
164194,Cold,MI,NaturalGas,gen2_t8_halogen,Electricity,Warehouse and Storage,2,75000.0
164244,Cold,MI,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,1,17500.0
164249,Cold,MI,Electricity,gen2_t8_halogen,Electricity,Lodging,4,17500.0
164287,Cold,MI,NaturalGas,gen2_t8_halogen,NaturalGas,Warehouse and Storage,2,17500.0
164303,Cold,MI,Electricity,gen2_t8_halogen,Propane,Lodging,2,17500.0
164315,Cold,MI,NaturalGas,gen2_t8_halogen,NaturalGas,Warehouse and Storage,4,37500.0
164363,Cold,MI,NaturalGas,gen4_led,NaturalGas,Warehouse and Storage,1,37500.0
164420,Cold,MI,NaturalGas,gen4_led,NaturalGas,Mercantile,0,3000.0
164530,Cold,MI,NaturalGas,gen2_t8_halogen,NaturalGas,Food Service,1,3000.0
164551,Cold,MI,NaturalGas,gen2_t8_halogen,Electricity,Mercantile,0,150000.0
164560,Cold,MI,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,1,7500.0
164563,Cold,MI,NaturalGas,gen4_led,Electricity,Mercantile,1,75000.0
164606,Cold,MI,Electricity,gen1_t12_incandescent,NaturalGas,Office,0,7500.0
164650,Cold,MI,NaturalGas,gen4_led,NaturalGas,Mercantile,3,3000.0
164666,Cold,MI,NaturalGas,gen1_t12_incandescent,NaturalGas,Warehouse and Storage,4,37500.0
164673,Cold,MI,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,3,75000.0
164723,Cold,MI,NaturalGas,gen2_t8_halogen,NaturalGas,Office,1,37500.0
164833,Cold,MI,NaturalGas,gen1_t12_incandescent,NaturalGas,Food Service,0,1000.0
164889,Cold,MI,NaturalGas,gen2_t8_halogen,NaturalGas,Warehouse and Storage,4,17500.0
164890,Cold,MI,NaturalGas,gen2_t8_halogen,NaturalGas,Food Service,3,3000.0
165040,Cold,MI,NaturalGas,gen2_t8_halogen,Electricity,Mercantile,5,37500.0
165052,Cold,MI,NaturalGas,gen2_t8_halogen,Electricity,Office,1,17500.0
165079,Cold,MI,NaturalGas,gen4_led,NaturalGas,Office,4,7500.0
165097,Cold,MI,NaturalGas,gen2_t8_halogen,Electricity,Warehouse and Storage,3,75000.0
165127,Cold,MI,NaturalGas,gen4_led,Electricity,Office,1,3000.0
165203,Cold,MI,NaturalGas,gen4_led,NaturalGas,Warehouse and Storage,6,1000.0
165213,Cold,MI,NaturalGas,gen4_led,NaturalGas,Mercantile,1,37500.0
165373,Cold,MI,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,1,7500.0
165375,Cold,MI,DistrictHeating,gen2_t8_halogen,DistrictHeating,Warehouse and Storage,2,150000.0
165436,Cold,MI,NaturalGas,gen4_led,NaturalGas,Mercantile,5,37500.0
165464,Cold,MI,NaturalGas,gen1_t12_incandescent,Electricity,Mercantile,2,17500.0
165493,Cold,MI,NaturalGas,gen4_led,NaturalGas,Warehouse and Storage,4,75000.0
165507,Cold,MI,NaturalGas,gen1_t12_incandescent,NaturalGas,Food Service,4,3000.0
165587,Cold,MI,NaturalGas,gen2_t8_halogen,NaturalGas,Mercantile,3,75000.0
165597,Cold,MI,NaturalGas,gen2_t8_halogen,NaturalGas,Education,4,75000.0
165656,Cold,MI,NaturalGas,gen2_t8_halogen,Electricity,Office,3,7500.0
